Var1,Var2,Var3,Var4,Var5,Var6,Var7
Anonyx makarovi,0.8061144,1,0.05623306,0.5227273,14,Arthropoda
Anonyx nugax,0.2859197,4.78936,0.008243354,0.755102,846,Arthropoda
Anonyx ochoticus,1.603235,1.186654,-0.0007200491,0.3209876,26,Arthropoda
Anonyx sarsi,0.296835,5.631992,0,0.8208092,312,Arthropoda
Anoplodactylus arnaudae,0.03724459,6.257979,0.09258597,0.5057471,16,Arthropoda
Anoplodactylus australis,1.052286,1,-9.119402e-05,0.4161074,40,Arthropoda
Anoplodactylus erectus,0.5329063,5.757536,-0.001,0.4736842,50,Arthropoda
Anoplodactylus insignis,0.253562,7.946215,0,0.8,123,Arthropoda
Anoplodactylus lentus,0.2642989,7.922257,0,0.8253968,259,Arthropoda
Anoplodactylus maritimus,0.1641364,6.67144,0,0.6601942,32,Arthropoda
Anoplodactylus petiolatus,0.06258935,6.830093,0,0.8161994,3096,Arthropoda
Antarctiloxoconcha frigida,0.6947077,1.506998,0.05248326,0.6271186,57,Arthropoda
Antarctodius antarcticus,0.5498197,2.146984,-0.001,0.525,15,Arthropoda
Antarctomysis maxima,1.129341,1.019662,-0.001,0.7579908,684,Arthropoda
Antarctomysis ohlinii,0.9108688,1.262308,0.03755781,0.6878307,73,Arthropoda
Antarcturus furcatus,0.5865532,2.195935,0,0.7073171,45,Arthropoda
Antarcturus spinacoronatus,0.8086458,1.169998,0.006869196,0.4285714,15,Arthropoda
Antarctus mawsoni,0.2103906,6.412499,0,0.6725664,75,Arthropoda
Antatelson walkeri,0.8034486,1.00255,0.02600269,0.5106383,26,Arthropoda
Anthosoma crassum,-0.01189067,4.928934,0,0.5909091,35,Arthropoda
Anthura gracilis,-0.05367286,6.311841,0.04068221,0.7312775,1482,Arthropoda
Antrocarcinus petrosus,0.7508571,9.980227,0,0.5405406,33,Arthropoda
Aora anomala,0.9284625,1.103028,0.01153231,0.5317919,86,Arthropoda
Aora gracilis,0.09205064,6.164291,0.06740412,0.7373737,1047,Arthropoda
Aora kergueleni,0.899225,1.26928,0.001589701,0.5795455,95,Arthropoda
Aoroides inermis,0.1390623,5.017639,0,0.6222222,20,Arthropoda
Aoroides intermedius,0.2486163,5.281438,0,0.745098,50,Arthropoda
Apanthura drosera,0.04337387,5.243044,0,0.5294118,66,Arthropoda
Apherusa bispinosa,0.104727,6.045784,0.02687933,0.7686567,2649,Arthropoda
Apherusa cirrus,0.1533076,5.034541,0,0.7936508,106,Arthropoda
Apherusa clevei,0.09882033,5.762509,0,0.7954546,364,Arthropoda
Apherusa glacialis,0.1209061,4.413919,0,0.6086956,536,Arthropoda
Apherusa ovalipes,0.07927961,5.497247,0,0.7401575,368,Arthropoda
Apherusa sarsii,0.305663,3.040775,0,0.75,21,Arthropoda
Apherusa tridentata,0.9437562,1.002753,0.07269853,0.6516854,21,Arthropoda
Aphotopontius atlanteus,0.8266357,1.276848,0.08389235,0.3333333,63,Arthropoda
Apodopsyllus spinipes,-0.05583848,5.284249,0,0.5934066,37,Arthropoda
Apseudes larseni,-0.06327163,6.907528,-0.0008156542,0.4482759,18,Arthropoda
Apseudes spectabilis,0.989238,1.169902,0.08184092,0.7,203,Arthropoda
Apseudopsis acutifrons,-0.4946854,5.082665,0.048561,0.4615384,34,Arthropoda
Apseudopsis mediterraneus,-0.07974667,4.520848,0,0.5925926,41,Arthropoda
Apseudopsis olimpiae,0.2472418,7.770098,0,0.745098,127,Arthropoda
Arachnomysis leuckartii,0.4913516,6.518347,0,0.4347826,23,Arthropoda
Arachnopsis filipes,0.4109774,9.842185,0,0.6923077,39,Arthropoda
Araphura breviaria,0.5427542,5.298303,0,0.5846153,64,Arthropoda
Araphura brevimanus,0.1397838,5.427804,0,0.6504065,60,Arthropoda
Araphura filiformis,0.3859839,4.292497,0,0.5084746,32,Arthropoda
Arcania cornuta,0.6038541,14.9973,0,0.6862745,88,Arthropoda
Arcania elongata,0.2176577,7.698178,0,0.7924528,210,Arthropoda
Arcania gracilis,0.2746292,8.971348,0,0.7863248,308,Arthropoda
Arcania heptacantha,0.2703606,8.673342,0,0.7931035,251,Arthropoda
Arcania novemspinosa,0.4633287,12.69852,0,0.8,152,Arthropoda
Arcania septemspinosa,0.1075296,8.049213,0,0.7573965,327,Arthropoda
Arcania tuberculata,0.2792831,8.891753,0,0.6382979,17,Arthropoda
Archaeoscina steenstrupi,0.2776099,4.13026,0.06830014,0.3739837,49,Arthropoda
Archasterope pentathrix,0.8741349,1.196392,0.07458848,0.6405228,132,Arthropoda
Archescolecithrix auropecten,-0.03200203,4.770373,0,0.48,33,Arthropoda
Archiconchoecemma simula,0.5636265,1.779643,0.09948584,0.4090909,23,Arthropoda
Archiconchoecetta bifurcata,0.2629407,4.852299,0.09064151,0.406015,27,Arthropoda
Archiconchoecetta bimucronata,1.626147,2.189976,0.03351672,0.3660714,42,Arthropoda
Archiconchoecetta bispicula,1.121908,10.02839,0.09840964,0.3817204,60,Arthropoda
Archiconchoecetta gastrodes,0.2564059,4.144694,0.09984529,0.5528455,60,Arthropoda
Archiconchoecetta ventricosa,-1.448652,182.3064,0.09992789,0.3592233,74,Arthropoda
Archiconchoecia cuneata,0.355838,6.780995,0,0.2833334,35,Arthropoda
Archiconchoecia ventricosa,1.005668,4.61459,0.09988853,0.62,136,Arthropoda
Archiconchoecilla versicula,0.1528984,3.670706,0.09683236,0.7272727,39,Arthropoda
Archiconchoecinna cuneata,0.6010869,7.453899,0,0.4307692,80,Arthropoda
Archiconchoecissa cucullata,0.5284149,3.940876,0.05767642,0.5528455,315,Arthropoda
Archiconchoecissa pljusnini,0.7643963,1.034168,0.08685826,0.2222222,27,Arthropoda
Arcoscalpellum epeeum,0.5143726,9.082363,0,0.4444444,37,Arthropoda
Arcoscalpellum michelottianum,0.8132874,2.427641,0.09160284,0.4487805,69,Arthropoda
Arcoscalpellum pertosum,0.2414492,5.82974,0,0.5494505,25,Arthropoda
Arcoscalpellum portoricanum,1.671584,5.537899,0.06618247,0.1827957,48,Arthropoda
Arcturides cornutus,0.6668923,2.259679,0,0.745098,35,Arthropoda
Arcturina hexagonalis,-0.133982,5.833853,0,0.4761904,21,Arthropoda
Arcturina scutula,0.1413136,6.016942,0,0.5319149,30,Arthropoda
Arcturus baffini,1.010005,1,0.02251822,0.6863905,172,Arthropoda
Arenocaris bifida,-0.02033784,5.794287,0,0.7301587,173,Arthropoda
Arenosetella germanica,0.1625555,6.155545,0.06179589,0.6417112,124,Arthropoda
Areopaguristes hummi,-0.539787,2.894798,0.06561079,0.7058823,125,Arthropoda
Areopaguristes oxyophthalmus,0.6809179,16.79781,0,0.6857142,41,Arthropoda
Areopaguristes pilosus,0.1299689,5.481381,0,0.7241379,35,Arthropoda
Areopaguristes setosus,0.1026565,5.455253,0,0.7692308,30,Arthropoda
Argeia pugettensis,0.3528803,5.201364,0.04583968,0.6479751,79,Arthropoda
Argilloecia antarctica,0.8324305,1.436289,0.07737163,0.6577181,138,Arthropoda
Argis dentata,0.6115395,2.035982,0.09344319,0.8403909,4932,Arthropoda
Argis lar,-0.04638751,9.263888,-0.001,0.6691177,127,Arthropoda
Argissa hamatipes,0.1279765,6.362955,0,0.8762542,2041,Arthropoda
Arhodeoporus gracilipes,1.27886,4.411812,0,0.8,21,Arthropoda
Arietellus giesbrechti,-0.9648027,1.582955,0.01635507,0.2028986,21,Arthropoda
Arietellus plumifer,0.304839,8.884777,0,0.4183006,24,Arthropoda
Arietellus setosus,0.4357311,8.072002,0,0.6666666,73,Arthropoda
Arietellus simplex,1.028143,1.055491,-0.0005307765,0.2714286,49,Arthropoda
Aristaeomorpha foliacea,0.3005471,8.742718,0,0.7897727,1236,Arthropoda
Aristaeopsis edwardsiana,0.06494612,39.12872,0.09875763,0.6517968,1376,Arthropoda
Aristeus antennatus,0.1791615,6.297596,0,0.7727273,1591,Arthropoda
Aristeus antillensis,0.1326947,10.58412,0.01958161,0.513834,156,Arthropoda
Aristeus varidens,1.323174,47.07275,0.06323067,0.3764259,1289,Arthropoda
Aristeus virilis,0.7303012,12.36838,0.08975768,0.5690721,328,Arthropoda
Aristias antarcticus,0.9850683,1.010224,0.02681809,0.6448088,52,Arthropoda
Aristias captiva,0.4061049,8.83428,0,0.6875,19,Arthropoda
Aristias neglectus,0.117866,5.292052,0,0.5714285,38,Arthropoda
Aristias tumidus,1.078907,1.038961,0.07482383,0.5398773,88,Arthropoda
Arrhis luthkei,-0.06304393,7.524034,0,0.4485981,20,Arthropoda
Arrhis phyllonyx,0.2384341,4.033394,0.03919394,0.7172996,456,Arthropoda
Artemesia longinaris,0.07669371,5.485915,0,0.7894737,161,Arthropoda
Arthrura monacantha,0.9599731,1.374326,0.06950513,0.4946237,27,Arthropoda
Artotrogus orbicularis,-0.01918721,5.293436,0,0.7142857,14,Arthropoda
Aruga holmesi,0.05728741,5.709191,0,0.7169812,97,Arthropoda
Aruga oculata,0.3431424,5.459047,0,0.5641025,27,Arthropoda
Ascidonia flavomaculata,0.102323,5.463925,0,0.6792453,72,Arthropoda
Ascorhynchus abyssi,0.003021349,4.94857,0,0.4210526,66,Arthropoda
Ascorhynchus armatus,0.763091,1.437529,0.005664617,0.4545454,17,Arthropoda
Ascorhynchus castellioides,0.5959923,14.65269,0,0.6808511,11,Arthropoda
Ascorhynchus cooki,0.305547,4.816084,0,0.4193549,22,Arthropoda
Ascorhynchus japonicus,-2.636807,6.126107,0.05107374,0.1971831,16,Arthropoda
Ascorhynchus orthorhynchus,0.254931,8.155529,0,0.3821656,18,Arthropoda
Ascorhynchus pyrginospinus,0.2059734,7.000098,0,0.59887,75,Arthropoda
Ascorhynchus turritus,0.08949679,4.098992,0.03091251,0.5882353,19,Arthropoda
Astacilla bispinata,-0.1005937,5.796636,0.05055188,0.6909091,18,Arthropoda
Astacilla brevipes,0.1404263,5.390075,0,0.7,17,Arthropoda
Astacilla corniger,0.2200604,6.762428,0,0.6973684,56,Arthropoda
Astacilla damnoniensis,0.1963895,5.200984,0,0.7747748,69,Arthropoda
Astacilla granulata,0.733735,1.174935,0.08429358,0.4962406,36,Arthropoda
Astacilla intermedia,0.3417235,3.506484,0.0701847,0.6111111,23,Arthropoda
Astacilla lewtonae,0.8113645,23.22978,0,0.6274509,18,Arthropoda
Astacilla lineata,0.08571646,6.087842,0,0.7166667,30,Arthropoda
Astacilla longipes,0.1623235,6.247562,0,0.5434783,14,Arthropoda
Astacilla spinata,0.2661413,7.737548,0,0.6578947,20,Arthropoda
Asteropella slatteryi,0.1640683,5.151083,0,0.6551724,40,Arthropoda
Astyra abyssi,0.4686706,4.496576,0,0.5686275,173,Arthropoda
Atelecyclus rotundatus,0.1197255,5.764233,0,0.7297298,1360,Arthropoda
Atlantocuma (Atlantocuma) tenue,-0.2742796,8.131485,0,0.5116279,78,Arthropoda
Atlantopandalus propinqvus,0.3405453,5.458302,0.0755097,0.8418368,3165,Arthropoda
Atrophia glacialis,0.6173906,1.692868,0.0640699,0.6590909,327,Arthropoda
Atrophia minuta,0.885044,1.000067,0.008327019,0.4423077,172,Arthropoda
Atyloella magellanica,0.02255418,5.037601,0,0.6984127,79,Arthropoda
Atylus carinatus,0.713518,1.362987,0.01660813,0.7068965,182,Arthropoda
Atypopenaeus compressipes,-0.1139886,5.014228,0,0.6890756,135,Arthropoda
Atypopenaeus stenodactylus,0.4202828,11.63723,0,0.7549669,117,Arthropoda
Augaptilus glacialis,0.9092914,1,0.05508871,0.4235294,448,Arthropoda
Augaptilus longicaudatus,0.5605987,11.35711,0,0.6940639,175,Arthropoda
Augaptilus megalurus,1.961059,14.40915,-0.001,0.247191,36,Arthropoda
Austinogebia wuhsienweni,0.0114101,5.064507,0,0.7102804,39,Arthropoda
Austinograea alayseae,1.135171,1.5851,0.06573852,0.2758621,54,Arthropoda
Australicythere devexa,0.3072471,3.918386,0.002936542,0.6862745,51,Arthropoda
Australicythere polylyca,0.8765618,1.045729,0.06401163,0.6923077,131,Arthropoda
Austrarcturella aphelura,-0.8896238,1.617757,0.09001629,0.6105263,20,Arthropoda
Austrarcturella brychia,0.113867,6.510156,0,0.5497076,24,Arthropoda
Austrarcturella cava,0.2335572,7.013498,0,0.5945946,24,Arthropoda
Austrarcturella hirsuta,-0.2509984,5.796409,0.09640197,0.5688074,33,Arthropoda
Austrarcturella macrokola,0.08154551,5.883946,0,0.56,19,Arthropoda
Austrarcturella oculata,0.03379618,5.319345,0,0.6415094,23,Arthropoda
Austrinoecia isocheira,1.077247,1.003079,0.009509391,0.6395349,282,Arthropoda
Austroarcturus africanus,0.070103,7.260353,0.04564213,0.6242775,36,Arthropoda
Austroarcturus quadriconus,-0.02882118,5.710707,0,0.5294118,17,Arthropoda
Austroarcturus similis,0.01757805,5.815089,0,0.6956522,65,Arthropoda
Austrochaetilia capeli,0.1920991,5.451304,0.03761228,0.5263158,19,Arthropoda
Austrocythere reticulotuberculata,-1.115289,100.645,0,0.6470588,44,Arthropoda
Austrodecus breviceps,0.1206994,4.424289,0,0.5833334,25,Arthropoda
Austrodecus calcaricauda,0.1110878,5.20534,0,0.6440678,30,Arthropoda
Austrodecus curtipes,0.8225968,2.422144,0.08582493,0.6748466,56,Arthropoda
Austrodecus elegans,1.22755,1.005752,0.03351607,0.6575342,13,Arthropoda
Austrodecus fagei,0.5312929,2.941192,0,0.6329114,24,Arthropoda
Austrodecus frigorifugum,1.019748,1,0.02225946,0.3333333,58,Arthropoda
Austrodecus glabrum,1.326593,0.5346262,0,0.6829268,29,Arthropoda
Austrodecus glaciale,1.12635,1.025296,-0.0004587085,0.7323943,396,Arthropoda
Austrodecus pushkini,-0.1308483,6.205197,0,0.5945946,14,Arthropoda
Austrodecus simulans,0.734488,1.924597,0,0.6538461,24,Arthropoda
Austrodecus staplesi,-0.2680338,5.700881,0.09847365,0.556391,16,Arthropoda
Austrodromidia australis,0.07755634,5.698539,0,0.6153846,59,Arthropoda
Austrodromidia insignis,0.05426472,5.844127,0,0.573913,32,Arthropoda
Austrofilius furcatus,0.1496436,4.336246,0,0.5346534,16,Arthropoda
Austrolibinia gracilipes,0.07560588,5.964803,0,0.7586207,129,Arthropoda
Austropallene brachyura,1.161132,0.8745323,0,0.6315789,76,Arthropoda
Austropallene calmani,0.8049225,1.4048,-0.0008925354,0.5625,38,Arthropoda
Austropallene cornigera,1.112593,1.046566,-0.0009972387,0.7881774,496,Arthropoda
Austropallene cristata,0.7033095,1.476724,-0.001,0.6101695,62,Arthropoda
Austropallene gracilipes,1.185489,1.005944,-0.0006119389,0.5568182,49,Arthropoda
Austropallene tcherniai,0.400799,3.50766,0.0236486,0.5666667,19,Arthropoda
Austropallene tibicina,0.8002548,1.278695,-0.000996033,0.4716981,31,Arthropoda
Austroraptus calcaratus,-0.544947,28.11933,0.01404428,0.5454545,34,Arthropoda
Austroraptus juvenilis,0.996147,1.039071,0,0.6736842,95,Arthropoda
Austroraptus polaris,0.4934324,2.608241,0.06797345,0.5585586,21,Arthropoda
Austroraptus praecox,-0.1054025,11.73008,0,0.6349206,28,Arthropoda
Austrosyrrhoe fimbriatus,0.2780427,4.846587,0,0.75,36,Arthropoda
Austrotrachyleberis antarctica,0.8892319,1.063475,0.06828102,0.625,140,Arthropoda
Automate evermanni,-0.185,3.980294,0,0.7605634,790,Arthropoda
Autonoe borealis,0.2054565,3.982753,0,0.6153846,33,Arthropoda
Autonoe denticarpus,0.2644013,5.563405,0,0.7857143,35,Arthropoda
Autonoe longipes,0.1047455,6.311346,0.06052721,0.7755102,763,Arthropoda
Autonoe megacheir,0.07192933,4.801297,0,0.6,165,Arthropoda
Autonoe spiniventris,0.00816182,5.04814,0,0.8,64,Arthropoda
Axius stirhynchus,0.1186796,5.785218,0.04039206,0.6666666,193,Arthropoda
Ayressoleberis dasyderma,0.2240825,4.739863,0,0.6134969,85,Arthropoda
Azygocypridina imperialis,0.8122334,1.406244,0,0.7777778,89,Arthropoda
Azygopleon schmitti,0.2500134,7.722555,0,0.64,15,Arthropoda
Babamunida callista,0.2574374,7.554529,0,0.2894737,63,Arthropoda
Babamunida plexaura,-0.09139016,4.477787,0,0.5283019,21,Arthropoda
Baeonectes muticus,0.570885,3.593373,0,0.6837606,51,Arthropoda
Baeonectes pygmaea,0.3002341,4.3689,0.05112384,0.5324675,28,Arthropoda
Baffinicythere emarginata,0.2253361,4.257284,-0.0009995307,0.7288889,86,Arthropoda
Baffinicythere howei,0.1291147,4.350867,0,0.6909091,51,Arthropoda
Bairdoppilata hirsuta,1.52111,1.722192,0.0235842,0.4483986,63,Arthropoda
Bairdoppilata simplex,1.004534,1.018621,0.06658489,0.5517241,19,Arthropoda
Bairdoppilata victrix,-1.795024,1.700302,0.09084667,0.6236559,38,Arthropoda
Balanus calidus,0.2472358,8.271155,0,0.7755102,57,Arthropoda
Balanus rostratus,1.324938,2.004512,0.08614593,0.4628099,21,Arthropoda
Balanus spongicola,0.0994871,6.004376,0,0.6363636,20,Arthropoda
Balbidocolon atlanticum,-0.0934971,6.188502,0.08915973,0.4680851,18,Arthropoda
Bamarooka bathycephala,0.02586775,5.27606,0,0.5555556,28,Arthropoda
Bamarooka endota,-0.1232847,6.015049,0.04479882,0.6134969,42,Arthropoda
Bamberene dorsospina,0.2239878,6.971948,0,0.6373626,21,Arthropoda
Batea bousfieldi,0.4466888,9.368584,0,0.6774194,21,Arthropoda
Batea campi,-0.9948665,1.443654,0.09296066,0.6732674,25,Arthropoda
Batepenaeopsis acclivirostris,0.9459672,32.35302,0,0.6052631,30,Arthropoda
Batepenaeopsis tenella,0.09282507,6.593767,0,0.7692308,349,Arthropoda
Bathicaris brasiliensis,-1.476419,52.19663,0,0.8,37,Arthropoda
Bathicaris cereus,0.4664888,3.99449,0,0.56,16,Arthropoda
Bathicaris iridescens,-0.2476905,6.221135,0,0.1044776,65,Arthropoda
Bathyarctus faxoni,1.275901,10.66557,0,0.4489796,16,Arthropoda
Bathyarctus rubens,0.2061515,7.138611,0,0.3612903,43,Arthropoda
Bathycalanus bradyi,1.022156,1.010154,0.04530239,0.4172662,49,Arthropoda
Bathycalanus richardi,1.113366,1.045955,0.06028772,0.4550898,45,Arthropoda
Bathycallisoma schellenbergi,0.4348438,1.748273,0.003819254,0.4444444,35,Arthropoda
Bathycheles incisus,-1.454778,1.005834,0.02083814,0.4415584,96,Arthropoda
Bathyconchoecia longispinata,-0.01523519,4.686809,0.06350873,0.4761904,20,Arthropoda
Bathyconchoecia nodosa,0.8155764,1.031435,0.09403843,0.3448276,25,Arthropoda
Bathyconchoecia paulula,0.4847396,4.950701,0,0.255814,23,Arthropoda
Bathycuma brevirostre,-0.0429768,5.814408,0.0596088,0.6519337,157,Arthropoda
Bathycuma longicaudatum,0.8866833,1.049723,0.04687731,0.3225806,21,Arthropoda
Bathylasma alearum,0.2194274,5.874267,0,0.54,30,Arthropoda
Bathylasma corolliforme,0.7470363,1.917553,0.07602843,0.5585586,77,Arthropoda
Bathymedon longimanus,0.209764,4.886331,0,0.6666666,209,Arthropoda
Bathymedon obtusifrons,0.7304189,2.909167,0.05492725,0.5955555,164,Arthropoda
Bathymedon pumilus,1.751218,3.306255,0,0.4383562,37,Arthropoda
Bathymedon saussurei,0.342293,4.257257,0,0.6595745,93,Arthropoda
Bathymedon subcarinatus,1.119782,1.097915,0.003007783,0.496124,20,Arthropoda
Bathymenes alcocki,0.4464776,9.471955,0,0.3412699,38,Arthropoda
Bathymenes aleator,1.455185,4.280999,0.06839457,0.4694836,40,Arthropoda
Bathynectes longispina,0.3492894,8.943607,0,0.7396227,228,Arthropoda
Bathynectes maravigna,0.3289008,9.756066,0.07580502,0.6770025,392,Arthropoda
Bathynectes piperitus,NaN,NaN,0,0.4954128,182,Arthropoda
Bathynomus giganteus,0.3826737,10.12406,0.0006071096,0.4541667,559,Arthropoda
Bathynomus immanis,0.2235106,7.633108,0,0.5862069,133,Arthropoda
Bathynomus kapala,0.2214124,7.010919,0,0.5813954,60,Arthropoda
Bathypaguropsis yaldwyni,0.2936152,5.507406,0.0982241,0.5764706,61,Arthropoda
Bathypalaemonella serratipalma,-0.721226,25.52245,0,0.3611111,25,Arthropoda
Bathypallenopsis longirostris,0.8953527,1.27223,0.02260994,0.4,28,Arthropoda
Bathypallenopsis tritonis,-0.2094461,8.650809,0.05443788,0.4571428,19,Arthropoda
Bathypilumnus nigrispinifer,0.2278671,7.720655,0,0.7540984,32,Arthropoda
Bathypilumnus pugilator,0.2755024,8.634658,0,0.8055556,444,Arthropoda
Bathyplax typhla,0.3415008,9.172297,0,0.4453781,158,Arthropoda
Bathyporeia gracilis,0.1604636,5.66343,0,0.8181818,205,Arthropoda
Bathyporeia guilliamsoniana,0.09584077,6.743875,0.03999767,0.7916667,6919,Arthropoda
Bathyporeia parkeri,0.01734748,5.083015,0,0.7826087,116,Arthropoda
Bathyporeia quoddyensis,0.1816528,5.718252,0,0.7294117,162,Arthropoda
Bathyporeia tenuipes,0.2462446,6.381037,0.06763405,0.8260869,2574,Arthropoda
Bathytanais parageios,-0.1181865,5.638158,0.09983921,0.5294118,42,Arthropoda
Batrachonotus fragosus,0.755412,19.17162,0,0.7894737,104,Arthropoda
Beatricella aemula,0.3233025,5.123729,0.08634083,0.6794872,18,Arthropoda
Bellidilia cheesmani,0.2614473,6.013862,0,0.7469879,268,Arthropoda
Belonectes parvus,0.9487278,1.049218,0.05526708,0.4137931,20,Arthropoda
Belzebub hanseni,0.02966023,5.231265,0,0.7272727,239,Arthropoda
Belzebub penicillifer,0.3191354,8.466054,0,0.7910448,124,Arthropoda
Bemlos spinicarpus,0.1487404,6.715463,0,0.7346939,121,Arthropoda
Bemlos tempus,0.3338997,8.211036,0,0.6792453,84,Arthropoda
Bemlos tigrinus,0.1904211,6.806006,0,0.6849315,115,Arthropoda
Bentheogennema burkenroadi,-0.5968819,5.535338,0.09917673,0.3736264,42,Arthropoda
Bentheuphausia amblyops,0.3545014,6.494613,0,0.559387,113,Arthropoda
Benthochascon hemingi,0.8645048,4.004731,0.08153665,0.2344828,35,Arthropoda
Benthoecetes bartletti,0.334811,5.86478,0.08499546,0.5679758,433,Arthropoda
Benthoecetes tanneri,1.04977,13.17249,0,0.3043478,32,Arthropoda
Bestiolina similis,0.1863257,7.860898,0,0.6493506,654,Arthropoda
Betamorpha fusiformis,0.1495687,3.695465,0.0179661,0.2666667,65,Arthropoda
Biarctus vitiensis,0.3955994,12.01422,0,0.7021277,62,Arthropoda
Biffarius limosus,-0.01941568,4.989822,-0.001,0.5416666,321,Arthropoda
Bigelowina biminiensis,0.4017502,10.77741,0,0.7843137,38,Arthropoda
Birsteiniamysis inermis,0.622701,1.483241,0.0218291,0.4597701,108,Arthropoda
Birubius babaneekus,0.05894779,5.046999,0,0.5333333,119,Arthropoda
Bodotria arenosa,0.1945537,5.54601,0,0.7706422,373,Arthropoda
Bodotria elevata,-0.4204493,5.507119,0.09751123,0.5581396,15,Arthropoda
Bodotria serica,0.3295644,6.092753,0,0.6923077,27,Arthropoda
Booralana bathynella,-0.1005777,5.052103,0,0.5314685,96,Arthropoda
Bopyroides hippolytes,0.4128166,4.272193,0,0.6849315,51,Arthropoda
Boreomysis arctica,0.2409831,4.952493,0,0.7836257,640,Arthropoda
Boreomysis bispinosa,1.212133,1.204813,0,0.7,23,Arthropoda
Boreomysis brucei,0.9674036,1.065191,0.0585301,0.4666666,30,Arthropoda
Boreomysis illigi,-1.774568,4.903307,0.09124684,0.3076923,13,Arthropoda
Boreomysis megalops,0.0933935,4.946957,0.07960317,0.6341463,54,Arthropoda
Boreomysis microps,0.3277356,5.202513,0,0.6818182,240,Arthropoda
Boreomysis rostrata,0.588029,3.287268,0.08854116,0.5443038,100,Arthropoda
Boreomysis tridens,0.5788446,3.360996,0.09868976,0.6113989,64,Arthropoda
Boreonymphon abyssorum,0.7870241,1.062833,0.04865054,0.6371682,76,Arthropoda
Boreonymphon robustum,0.5927293,1.601869,0,0.6190476,22,Arthropoda
Boreopontia heipi,0.4806418,3.653232,0.04035776,0.4935065,50,Arthropoda
Boroecia antipoda,1.003227,1.07665,0.06366464,0.7073171,436,Arthropoda
Boroecia borealis,0.2357246,5.992369,0,0.783699,1218,Arthropoda
Boroecia maxima,0.7634025,1.426832,0.03134998,0.752809,1898,Arthropoda
Boschmaia mundicola,0.005342507,5.602188,0,0.7647059,50,Arthropoda
Bosmina (Eubosmina) coregoni,0.1737871,4.234104,0.05416259,0.4657534,13880,Arthropoda
